name,queries,final_cumul_bw_cost,total_bw_cost,total_cpu_cost,total_replica_cost,total_cost,total_bw_inter_provider_gb,total_bw_inter_region_gb,total_sla_violations,final_replica_count
QLearning_Simple,1000,3,2436,3,2436,1,802992,0,5,046592,49,05,1300,95,56,3
DQN_Simple,1000,3,4155,3,4155,1,79735,0,5,21285,70,2,1279,8,92,3
QLearning_Complex,1000,4,0725,4,0725,1,805355,0,5,877855,130,05,1219,95,0,6
DQN_Complex,1000,3,2463,3,2463,1,797982,0,5,044282,47,7,1302,3,0,6
