NoRepLc_Simple
0,011711 0,011702 0,011704 0,011704 0,011706 0,011705 0,011703 0,011696 0,01169 0,011697 

TCDRM_Simple
0,011711 0,011702 0,004747 0,004504 0,004506 0,004505 0,004503 0,004496 0,00449 0,004497 

NoRepLc_Complex
0,028828 0,028824 0,028851 0,028805 0,028752 0,028782 0,028842 0,028806 0,028835 0,028728 

TCDRM_Complex
0,028828 0,028824 0,015153 0,014405 0,014352 0,014382 0,014442 0,014406 0,014435 0,014328 

QLearning_Simple
0,008563 0,004497 0,004505 0,004505 0,004505 0,004512 0,004488 0,004502 0,004502 0,00451 

DQN_Simple
0,01174 0,006368 0,004497 0,004503 0,004501 0,00449 0,004485 0,00452 0,004496 0,00451 

QLearning_Complex
0,023153 0,014408 0,014439 0,014405 0,014463 0,014414 0,014395 0,014387 0,014458 0,014442 

DQN_Complex
0,022354 0,014376 0,014456 0,014403 0,014303 0,014436 0,014491 0,014417 0,014471 0,014412 

NoRepLc_Simple
0,011711 0,011702 0,011704 0,011704 0,011706 0,011705 0,011703 0,011696 0,01169 0,011697 

TCDRM_Simple
0,011711 0,011702 0,004747 0,004504 0,004506 0,004505 0,004503 0,004496 0,00449 0,004497 

NoRepLc_Complex
0,028828 0,028824 0,028851 0,028805 0,028752 0,028782 0,028842 0,028806 0,028835 0,028728 

TCDRM_Complex
0,028828 0,028824 0,015153 0,014405 0,014352 0,014382 0,014442 0,014406 0,014435 0,014328 

QLearning_Simple
0,008527 0,004497 0,004505 0,004505 0,004505 0,004512 0,004488 0,004502 0,004502 0,00451 

DQN_Simple
0,01174 0,006512 0,004497 0,004503 0,004501 0,00449 0,004485 0,00452 0,004496 0,00451 

QLearning_Complex
0,023225 0,014408 0,014439 0,014405 0,014463 0,014414 0,014395 0,014387 0,014458 0,014442 

DQN_Complex
0,022354 0,014376 0,014456 0,014403 0,014303 0,014436 0,014491 0,014417 0,014471 0,014412 

NoRepLc_Simple
0,014411 0,014402 0,014404 0,014404 0,014406 0,014405 0,014403 0,014396 0,01439 0,014397 

TCDRM_Simple
0,014411 0,014402 0,004747 0,004504 0,004506 0,004505 0,004503 0,004496 0,00449 0,004497 

NoRepLc_Complex
0,014411 0,014402 0,014404 0,014404 0,014406 0,014405 0,014403 0,014396 0,01439 0,014397 

TCDRM_Complex
0,014411 0,014402 0,005017 0,004504 0,004506 0,004505 0,004503 0,004496 0,00449 0,004497 

QLearning_Simple
0,00994 0,004497 0,004505 0,004505 0,004505 0,004512 0,004488 0,004502 0,004502 0,00451 

DQN_Simple
0,01165 0,004478 0,004497 0,004503 0,004501 0,00449 0,004485 0,00452 0,004496 0,00451 

QLearning_Complex
0,013864 0,008885 0,004519 0,0045 0,004499 0,004507 0,004489 0,004499 0,004514 0,004502 

DQN_Complex
0,009961 0,004489 0,004499 0,004486 0,004495 0,004489 0,004506 0,004504 0,004511 0,004502 

